iter	ka(1)	ke(1)	F(1)	IndexT	LnPseudoPrior(0)	LnPseudoPrior(1)	LnPseudoPrior(2)	LnPseudoPrior(3)	LnPseudoPrior(4)	LnPseudoPrior(5)	LnPseudoPrior(6)	LnPseudoPrior(7)	LnPseudoPrior(8)	LnPseudoPrior(9)	LnPrior	LnData	LnPosterior
8790	0.0933404	0.0502425	0.759151	4	-3.236604e+00	2.963851e+00	4.365450e+00	4.830106e+00	4.351959e+00	1.017155e+00	-2.918570e+00	-4.558829e+00	-5.744053e+00	-6.235574e+00	1.949140e+00	3.642445e+01	3.837359e+01
8800	0.0939062	0.0502439	0.767016	6	-3.235473e+00	2.964982e+00	4.366581e+00	4.831236e+00	4.346871e+00	1.014555e+00	-2.919927e+00	-4.557699e+00	-5.742923e+00	-6.234443e+00	1.943143e+00	3.708429e+01	3.902744e+01
8810	0.0979618	0.0503656	0.773079	9	-3.234344e+00	2.966111e+00	4.367710e+00	4.832365e+00	4.348001e+00	1.015684e+00	-2.921282e+00	-4.560297e+00	-5.743036e+00	-6.238281e+00	1.898774e+00	3.817674e+01	4.007552e+01
8820	0.0980859	0.0503191	0.771215	5	-3.233216e+00	2.967239e+00	4.368838e+00	4.833493e+00	4.349128e+00	1.011850e+00	-2.923877e+00	-4.561651e+00	-5.743149e+00	-6.237153e+00	1.898438e+00	3.825770e+01	4.015614e+01
8830	0.0981771	0.0507206	0.790113	4	-3.232089e+00	2.968366e+00	4.369965e+00	4.834620e+00	4.340340e+00	1.010499e+00	-2.922750e+00	-4.560524e+00	-5.742022e+00	-6.236026e+00	1.889548e+00	3.630550e+01	3.819505e+01
8840	0.0951672	0.0507832	0.761748	8	-3.230964e+00	2.969491e+00	4.371090e+00	4.835745e+00	4.337750e+00	1.009148e+00	-2.922863e+00	-4.560637e+00	-5.743372e+00	-6.236138e+00	1.919249e+00	3.830311e+01	4.022235e+01
8850	0.102556	0.0490481	0.705228	9	-3.229840e+00	2.970615e+00	4.372214e+00	4.836870e+00	4.338874e+00	1.010272e+00	-2.921739e+00	-4.561987e+00	-5.747194e+00	-6.239959e+00	1.879395e+00	3.546798e+01	3.734738e+01
8860	0.10996	0.047573	0.69711	4	-3.228717e+00	2.971738e+00	4.373337e+00	4.837993e+00	4.338763e+00	1.010160e+00	-2.921850e+00	-4.562099e+00	-5.748542e+00	-6.243778e+00	1.839238e+00	3.471574e+01	3.655497e+01
8870	0.111474	0.0484457	0.709887	7	-3.227595e+00	2.972860e+00	4.374459e+00	4.839114e+00	4.338650e+00	1.010047e+00	-2.923197e+00	-4.565912e+00	-5.749887e+00	-6.242657e+00	1.807266e+00	3.554250e+01	3.734977e+01
8880	0.110366	0.0483665	0.695333	5	-3.226475e+00	2.973980e+00	4.375579e+00	4.840235e+00	4.339770e+00	1.009936e+00	-2.923308e+00	-4.566023e+00	-5.752465e+00	-6.246467e+00	1.819073e+00	3.560387e+01	3.742295e+01
8890	0.105393	0.0482933	0.720849	4	-3.225356e+00	2.975099e+00	4.376698e+00	4.841354e+00	4.332272e+00	1.007362e+00	-2.922189e+00	-4.564904e+00	-5.751346e+00	-6.245348e+00	1.867338e+00	3.633291e+01	3.820025e+01
8900	0.103184	0.0494776	0.738365	7	-3.224238e+00	2.976217e+00	4.377816e+00	4.842472e+00	4.328470e+00	1.003561e+00	-2.922300e+00	-4.565015e+00	-5.750228e+00	-6.244230e+00	1.864571e+00	3.827944e+01	4.014401e+01
8910	0.0969265	0.0501699	0.753596	7	-3.223121e+00	2.977334e+00	4.378933e+00	4.843588e+00	4.329587e+00	1.004678e+00	-2.922412e+00	-4.567584e+00	-5.754025e+00	-6.245570e+00	1.913242e+00	3.847932e+01	4.039257e+01
8920	0.0941501	0.0510667	0.761021	4	-3.222006e+00	2.978449e+00	4.380048e+00	4.844704e+00	4.325796e+00	1.000885e+00	-2.923752e+00	-4.566468e+00	-5.752909e+00	-6.244454e+00	1.924297e+00	3.752430e+01	3.944860e+01
8930	0.0963453	0.0504098	0.763088	5	-3.220892e+00	2.979563e+00	4.381162e+00	4.845818e+00	4.320781e+00	9.970980e-01	-2.923863e+00	-4.565354e+00	-5.751795e+00	-6.243340e+00	1.914444e+00	3.866421e+01	4.057866e+01
8940	0.098003	0.0506695	0.768526	8	-3.219779e+00	2.980676e+00	4.382275e+00	4.846931e+00	4.321894e+00	9.982109e-01	-2.923975e+00	-4.566690e+00	-5.755578e+00	-6.245900e+00	1.892326e+00	3.844964e+01	4.034196e+01
8950	0.095631	0.051484	0.774711	9	-3.218667e+00	2.981788e+00	4.383387e+00	4.848042e+00	4.323006e+00	9.993226e-01	-2.922863e+00	-4.568024e+00	-5.759358e+00	-6.249679e+00	1.900668e+00	3.741069e+01	3.931136e+01
8960	0.0966189	0.0498654	0.777516	4	-3.217557e+00	2.982898e+00	4.384497e+00	4.849153e+00	4.321674e+00	9.955479e-01	-2.922975e+00	-4.568136e+00	-5.759469e+00	-6.249791e+00	1.922492e+00	3.595094e+01	3.787343e+01
8970	0.0952166	0.050398	0.773915	4	-3.216447e+00	2.984008e+00	4.385606e+00	4.850262e+00	4.319124e+00	9.929963e-01	-2.925526e+00	-4.568247e+00	-5.758360e+00	-6.248681e+00	1.926367e+00	3.803721e+01	3.996357e+01
8980	0.097759	0.050459	0.799129	5	-3.215339e+00	2.985116e+00	4.386714e+00	4.851370e+00	4.311700e+00	9.904488e-01	-2.924418e+00	-4.567139e+00	-5.757252e+00	-6.247573e+00	1.898982e+00	3.414440e+01	3.604338e+01
8990	0.0883337	0.0511128	0.808602	4	-3.214233e+00	2.986222e+00	4.387821e+00	4.852477e+00	4.307938e+00	9.866856e-01	-2.925748e+00	-4.566032e+00	-5.756145e+00	-6.246467e+00	1.986050e+00	3.306965e+01	3.505570e+01
9000	0.0911462	0.0525773	0.805917	5	-3.213127e+00	2.987328e+00	4.388927e+00	4.853582e+00	4.305395e+00	9.817110e-01	-2.927074e+00	-4.564927e+00	-5.755040e+00	-6.245361e+00	1.926907e+00	3.639749e+01	3.832439e+01
9010	0.0901193	0.0527997	0.812642	7	-3.212023e+00	2.988432e+00	4.390031e+00	4.854686e+00	4.301639e+00	9.791712e-01	-2.928399e+00	-4.565036e+00	-5.753936e+00	-6.244257e+00	1.933764e+00	3.618976e+01	3.812352e+01
9020	0.0929997	0.051547	0.777274	7	-3.210920e+00	2.989535e+00	4.391134e+00	4.855790e+00	4.302742e+00	9.802742e-01	-2.928509e+00	-4.568786e+00	-5.757686e+00	-6.244368e+00	1.927029e+00	3.779567e+01	3.972270e+01
9030	0.0879235	0.0519506	0.794521	9	-3.209818e+00	2.990637e+00	4.392236e+00	4.856891e+00	4.303844e+00	9.813761e-01	-2.927407e+00	-4.568896e+00	-5.761433e+00	-6.249325e+00	1.974245e+00	3.606740e+01	3.804165e+01
9040	0.0869952	0.0521093	0.800829	9	-3.208717e+00	2.991738e+00	4.393337e+00	4.857992e+00	4.304945e+00	9.824768e-01	-2.926306e+00	-4.567796e+00	-5.765176e+00	-6.255489e+00	1.981516e+00	3.563772e+01	3.761923e+01
9050	0.0929682	0.0526713	0.813751	7	-3.207618e+00	2.992837e+00	4.394436e+00	4.859092e+00	4.306044e+00	9.823671e-01	-2.927625e+00	-4.569114e+00	-5.766496e+00	-6.258018e+00	1.905620e+00	3.451849e+01	3.642411e+01
9060	0.0871855	0.0522925	0.837226	6	-3.206520e+00	2.993935e+00	4.395534e+00	4.860190e+00	4.302311e+00	9.810495e-01	-2.928943e+00	-4.569225e+00	-5.766606e+00	-6.256920e+00	1.975851e+00	3.430923e+01	3.628508e+01
9070	0.0955145	0.0517192	0.825153	7	-3.205422e+00	2.995033e+00	4.396631e+00	4.861287e+00	4.300995e+00	9.773190e-01	-2.931466e+00	-4.569334e+00	-5.765509e+00	-6.255823e+00	1.897291e+00	3.224586e+01	3.414315e+01
9080	0.0947162	0.0512418	0.796044	8	-3.204327e+00	2.996128e+00	4.397727e+00	4.862383e+00	4.299679e+00	9.760034e-01	-2.932782e+00	-4.569443e+00	-5.766823e+00	-6.255932e+00	1.914929e+00	3.754853e+01	3.946346e+01
9090	0.0959569	0.0511803	0.757145	5	-3.203232e+00	2.997223e+00	4.398822e+00	4.863477e+00	4.298366e+00	9.710782e-01	-2.934095e+00	-4.569553e+00	-5.765728e+00	-6.254838e+00	1.903240e+00	3.691352e+01	3.881676e+01
9100	0.10071	0.0499929	0.773296	5	-3.202139e+00	2.998316e+00	4.399915e+00	4.864571e+00	4.293445e+00	9.685637e-01	-2.935407e+00	-4.568460e+00	-5.764635e+00	-6.253744e+00	1.878570e+00	3.653881e+01	3.841738e+01
9110	0.0941625	0.0510297	0.773803	9	-3.201046e+00	2.999409e+00	4.401007e+00	4.865663e+00	4.293335e+00	9.636477e-01	-2.935516e+00	-4.568569e+00	-5.764744e+00	-6.253853e+00	1.924894e+00	3.846613e+01	4.039102e+01
9120	0.0964791	0.0511534	0.769009	9	-3.199955e+00	3.000500e+00	4.402098e+00	4.866754e+00	4.294426e+00	9.647387e-01	-2.934425e+00	-4.567478e+00	-5.766053e+00	-6.262363e+00	1.898378e+00	3.795246e+01	3.985084e+01
9130	0.0988769	0.0502757	0.758301	5	-3.198865e+00	3.001590e+00	4.403188e+00	4.867844e+00	4.295516e+00	9.634316e-01	-2.938131e+00	-4.569985e+00	-5.766163e+00	-6.261273e+00	1.891291e+00	3.872363e+01	4.061492e+01
9140	0.0986879	0.0496431	0.739318	7	-3.197777e+00	3.002678e+00	4.404277e+00	4.868933e+00	4.291813e+00	9.621249e-01	-2.939436e+00	-4.571290e+00	-5.765074e+00	-6.260184e+00	1.905862e+00	3.801883e+01	3.992470e+01
9150	0.100866	0.0491544	0.749269	9	-3.196689e+00	3.003766e+00	4.405365e+00	4.870020e+00	4.292901e+00	9.632124e-01	-2.938349e+00	-4.573792e+00	-5.769968e+00	-6.261488e+00	1.893908e+00	3.708372e+01	3.897763e+01
9160	0.0973923	0.0504306	0.745723	7	-3.195603e+00	3.004852e+00	4.406451e+00	4.871106e+00	4.293987e+00	9.642987e-01	-2.939652e+00	-4.576290e+00	-5.772468e+00	-6.262793e+00	1.903286e+00	3.786386e+01	3.976714e+01
9170	0.091887	0.0509477	0.788476	5	-3.194518e+00	3.005937e+00	4.407536e+00	4.872191e+00	4.293879e+00	9.618040e-01	-2.943342e+00	-4.577592e+00	-5.771383e+00	-6.261707e+00	1.950636e+00	3.724234e+01	3.919297e+01
9180	0.0966492	0.050391	0.775824	7	-3.193434e+00	3.007021e+00	4.408620e+00	4.873275e+00	4.293770e+00	9.581178e-01	-2.944643e+00	-4.578892e+00	-5.771491e+00	-6.260623e+00	1.911689e+00	3.811096e+01	4.002265e+01
9190	0.100995	0.0495827	0.743473	7	-3.192351e+00	3.008104e+00	4.409703e+00	4.874358e+00	4.294853e+00	9.592006e-01	-2.944751e+00	-4.582573e+00	-5.775173e+00	-6.260732e+00	1.883971e+00	3.854270e+01	4.042667e+01
9200	0.0976918	0.0502533	0.747432	6	-3.191270e+00	3.009185e+00	4.410784e+00	4.875440e+00	4.295934e+00	9.602822e-01	-2.949619e+00	-4.586250e+00	-5.775281e+00	-6.259650e+00	1.903757e+00	3.834074e+01	4.024450e+01
9210	0.106204	0.0494608	0.730884	5	-3.190189e+00	3.010266e+00	4.411865e+00	4.876520e+00	4.295826e+00	9.577979e-01	-2.953292e+00	-4.587548e+00	-5.774200e+00	-6.258570e+00	1.835806e+00	3.704489e+01	3.888070e+01
9220	0.101918	0.0497831	0.732163	5	-3.189110e+00	3.011345e+00	4.412944e+00	4.877599e+00	4.293343e+00	9.529421e-01	-2.954587e+00	-4.586469e+00	-5.773121e+00	-6.257491e+00	1.870828e+00	3.798029e+01	3.985112e+01
9230	0.095632	0.0496829	0.748624	6	-3.188032e+00	3.012423e+00	4.414022e+00	4.878678e+00	4.294422e+00	9.504620e-01	-2.958253e+00	-4.587762e+00	-5.773229e+00	-6.256413e+00	1.936345e+00	3.641628e+01	3.835262e+01
9240	0.102461	0.0509157	0.762386	9	-3.186955e+00	3.013500e+00	4.415099e+00	4.879755e+00	4.295499e+00	9.503537e-01	-2.959546e+00	-4.589055e+00	-5.774521e+00	-6.258888e+00	1.842960e+00	3.441997e+01	3.626293e+01
9250	0.103467	0.0488037	0.735095	9	-3.185879e+00	3.014576e+00	4.416175e+00	4.880830e+00	4.296574e+00	9.514295e-01	-2.958470e+00	-4.591530e+00	-5.779362e+00	-6.260178e+00	1.875484e+00	3.721049e+01	3.908598e+01
9260	0.0977333	0.0504316	0.735095	5	-3.184804e+00	3.015651e+00	4.417249e+00	4.881905e+00	4.297649e+00	9.501410e-01	-2.959759e+00	-4.594002e+00	-5.780652e+00	-6.260286e+00	1.899789e+00	3.632315e+01	3.822294e+01
9270	0.10147	0.0494575	0.741459	9	-3.183731e+00	3.016724e+00	4.418323e+00	4.882978e+00	4.298722e+00	9.476710e-01	-2.961048e+00	-4.594109e+00	-5.780759e+00	-6.262754e+00	1.881796e+00	3.843473e+01	4.031653e+01
9280	0.0990655	0.0494868	0.727301	9	-3.182659e+00	3.017796e+00	4.419395e+00	4.884051e+00	4.299795e+00	9.487433e-01	-2.961155e+00	-4.595396e+00	-5.783226e+00	-6.266399e+00	1.905199e+00	3.701509e+01	3.892029e+01
9290	0.107572	0.0492538	0.748589	7	-3.181587e+00	3.018868e+00	4.420466e+00	4.885122e+00	4.300866e+00	9.498145e-01	-2.960084e+00	-4.600216e+00	-5.788046e+00	-6.265328e+00	1.827034e+00	3.469785e+01	3.652488e+01
9300	0.104476	0.0492538	0.748818	7	-3.180517e+00	3.019938e+00	4.421537e+00	4.886192e+00	4.301936e+00	9.508846e-01	-2.959014e+00	-4.602676e+00	-5.791684e+00	-6.267790e+00	1.856561e+00	3.682621e+01	3.868278e+01
9310	0.103958	0.0499492	0.777077	7	-3.179448e+00	3.021007e+00	4.422605e+00	4.887261e+00	4.303005e+00	9.507772e-01	-2.962649e+00	-4.606310e+00	-5.791791e+00	-6.266721e+00	1.847571e+00	3.314801e+01	3.499558e+01
9320	  0.1	0.0497402	0.748113	5	-3.178381e+00	3.022074e+00	4.423673e+00	4.888329e+00	4.304073e+00	9.494961e-01	-2.966280e+00	-4.608765e+00	-5.791898e+00	-6.265654e+00	1.890714e+00	3.861982e+01	4.051053e+01
9330	0.0986272	0.0505878	0.751509	4	-3.177314e+00	3.023141e+00	4.424740e+00	4.889395e+00	4.299274e+00	9.458690e-01	-2.966387e+00	-4.607699e+00	-5.790831e+00	-6.264587e+00	1.887615e+00	3.804043e+01	3.992804e+01
9340	0.0950313	0.0499322	0.76675	4	-3.176249e+00	3.024206e+00	4.425805e+00	4.890461e+00	4.297996e+00	9.410735e-01	-2.968838e+00	-4.606633e+00	-5.789766e+00	-6.263521e+00	1.937587e+00	3.668205e+01	3.861964e+01
9350	0.096548	0.0508231	0.746354	4	-3.175184e+00	3.025271e+00	4.426870e+00	4.891525e+00	4.294377e+00	9.374550e-01	-2.970115e+00	-4.605569e+00	-5.788701e+00	-6.262457e+00	1.904172e+00	3.670746e+01	3.861163e+01
9360	0.0996154	0.0498295	0.743466	6	-3.174121e+00	3.026334e+00	4.427933e+00	4.892588e+00	4.294271e+00	9.303316e-01	-2.971390e+00	-4.604506e+00	-5.787638e+00	-6.261394e+00	1.892779e+00	3.859728e+01	4.049006e+01
9370	0.0953988	0.0495803	0.74303	9	-3.173059e+00	3.027396e+00	4.428995e+00	4.893650e+00	4.295333e+00	9.278875e-01	-2.971497e+00	-4.604612e+00	-5.790080e+00	-6.262668e+00	1.940829e+00	3.553335e+01	3.747418e+01
9380	0.0945734	0.0506607	0.79209	8	-3.171998e+00	3.028457e+00	4.430056e+00	4.894711e+00	4.296394e+00	9.289484e-01	-2.971603e+00	-4.605884e+00	-5.792520e+00	-6.266276e+00	1.927868e+00	3.690168e+01	3.882955e+01
9390	0.10142	0.0501148	0.752165	9	-3.170938e+00	3.029517e+00	4.431116e+00	4.895771e+00	4.297454e+00	9.300083e-01	-2.970543e+00	-4.607156e+00	-5.796124e+00	-6.269879e+00	1.869104e+00	3.819250e+01	4.006160e+01
9400	0.101581	0.0500276	0.764838	8	-3.169879e+00	3.030576e+00	4.432174e+00	4.896830e+00	4.298512e+00	9.310670e-01	-2.969484e+00	-4.606098e+00	-5.799723e+00	-6.275808e+00	1.869244e+00	3.729870e+01	3.916794e+01
9410	0.0949255	0.0507162	0.793475	9	-3.168822e+00	3.031633e+00	4.433232e+00	4.897887e+00	4.299570e+00	9.321246e-01	-2.968426e+00	-4.606203e+00	-5.802156e+00	-6.281730e+00	1.923092e+00	3.689818e+01	3.882127e+01
9420	0.0914125	0.0521347	0.804853	9	-3.167765e+00	3.032690e+00	4.434288e+00	4.898944e+00	4.300626e+00	9.331810e-01	-2.967370e+00	-4.605147e+00	-5.804586e+00	-6.288809e+00	1.932567e+00	3.742376e+01	3.935633e+01
9430	0.0934753	0.0515019	0.812437	7	-3.166710e+00	3.033745e+00	4.435344e+00	4.899999e+00	4.301682e+00	9.330756e-01	-2.969797e+00	-4.607574e+00	-5.804692e+00	-6.290076e+00	1.922877e+00	3.608555e+01	3.800843e+01
9440	0.0916616	0.0516057	0.791067	6	-3.165656e+00	3.034799e+00	4.436398e+00	4.901053e+00	4.302736e+00	9.294921e-01	-2.971061e+00	-4.607679e+00	-5.805958e+00	-6.290182e+00	1.940158e+00	3.801943e+01	3.995959e+01
9450	0.0937953	0.0514972	0.791471	9	-3.164603e+00	3.035852e+00	4.437451e+00	4.902107e+00	4.303789e+00	9.305452e-01	-2.971167e+00	-4.610102e+00	-5.808380e+00	-6.292603e+00	1.919594e+00	3.806264e+01	3.998223e+01
9460	0.0949515	0.0512638	0.788034	6	-3.163551e+00	3.036904e+00	4.438503e+00	4.903159e+00	4.304841e+00	9.315973e-01	-2.971272e+00	-4.611364e+00	-5.811957e+00	-6.295023e+00	1.912040e+00	3.810037e+01	4.001241e+01
9470	0.100451	0.0506554	0.772242	5	-3.162500e+00	3.037955e+00	4.439554e+00	4.904210e+00	4.303580e+00	9.245564e-01	-2.971377e+00	-4.610313e+00	-5.810906e+00	-6.293972e+00	1.867970e+00	3.688543e+01	3.875340e+01
9480	0.102088	0.0506554	0.738442	5	-3.161450e+00	3.039005e+00	4.440604e+00	4.905259e+00	4.298856e+00	9.198324e-01	-2.970327e+00	-4.609263e+00	-5.809856e+00	-6.292922e+00	1.851767e+00	3.484113e+01	3.669290e+01
9490	0.0929895	0.0499122	0.782088	6	-3.160401e+00	3.040054e+00	4.441653e+00	4.902847e+00	4.294136e+00	9.197280e-01	-2.970432e+00	-4.608215e+00	-5.808808e+00	-6.291874e+00	1.959453e+00	3.329862e+01	3.525807e+01
9500	0.0988243	0.0506481	0.773897	6	-3.159354e+00	3.041101e+00	4.442700e+00	4.903895e+00	4.291726e+00	9.161661e-01	-2.972840e+00	-4.607167e+00	-5.807760e+00	-6.290826e+00	1.884432e+00	3.784785e+01	3.973228e+01
9510	0.0874747	0.0508335	0.782299	4	-3.158307e+00	3.042148e+00	4.443747e+00	4.904941e+00	4.290470e+00	9.114573e-01	-2.975248e+00	-4.606120e+00	-5.806713e+00	-6.289780e+00	2.001083e+00	3.113243e+01	3.313351e+01
9520	0.0935739	0.0512225	0.783469	6	-3.157262e+00	3.043193e+00	4.444792e+00	4.905986e+00	4.290365e+00	9.102021e-01	-2.977652e+00	-4.608524e+00	-5.806818e+00	-6.288734e+00	1.927303e+00	3.839882e+01	4.032612e+01
9530	0.0974572	0.0512367	0.770837	6	-3.156217e+00	3.044238e+00	4.445836e+00	4.907031e+00	4.291409e+00	9.100978e-01	-2.981202e+00	-4.612076e+00	-5.806922e+00	-6.287690e+00	1.886717e+00	3.730317e+01	3.918989e+01
9540	0.0929693	0.0513079	0.776627	9	-3.155174e+00	3.045281e+00	4.446880e+00	4.908074e+00	4.292453e+00	9.111411e-01	-2.981307e+00	-4.614475e+00	-5.809322e+00	-6.290089e+00	1.932026e+00	3.811912e+01	4.005114e+01
9550	0.0954683	0.0493441	0.765375	5	-3.154132e+00	3.046323e+00	4.447922e+00	4.909116e+00	4.293495e+00	9.087453e-01	-2.982557e+00	-4.614580e+00	-5.810574e+00	-6.291340e+00	1.944872e+00	3.357330e+01	3.551818e+01
9560	0.0959051	0.0514611	0.748698	4	-3.153091e+00	3.047364e+00	4.448963e+00	4.910157e+00	4.291101e+00	9.052061e-01	-2.983807e+00	-4.614684e+00	-5.809532e+00	-6.290299e+00	1.898276e+00	3.387410e+01	3.577238e+01
9570	0.0955496	0.050434	0.73203	9	-3.152051e+00	3.048404e+00	4.450003e+00	4.911197e+00	4.292141e+00	9.051016e-01	-2.985055e+00	-4.615933e+00	-5.809636e+00	-6.293833e+00	1.922192e+00	3.454138e+01	3.646357e+01
9580	0.102919	0.049267	0.737681	4	-3.151012e+00	3.049443e+00	4.451042e+00	4.912236e+00	4.289753e+00	9.038552e-01	-2.985159e+00	-4.616037e+00	-5.810884e+00	-6.293938e+00	1.871408e+00	3.821158e+01	4.008299e+01
9590	0.103878	0.0492206	0.702253	7	-3.149974e+00	3.050481e+00	4.452080e+00	4.913274e+00	4.289648e+00	9.014677e-01	-2.988688e+00	-4.617281e+00	-5.809846e+00	-6.292900e+00	1.863020e+00	3.490959e+01	3.677261e+01
9600	0.105029	0.0491711	0.744577	6	-3.148937e+00	3.051518e+00	4.453116e+00	4.914311e+00	4.290685e+00	9.025044e-01	-2.989932e+00	-4.619666e+00	-5.812231e+00	-6.294144e+00	1.852912e+00	3.693821e+01	3.879112e+01
9610	0.102275	0.050222	0.772052	8	-3.147902e+00	3.052553e+00	4.454152e+00	4.915346e+00	4.291721e+00	9.035401e-01	-2.990036e+00	-4.620910e+00	-5.814612e+00	-6.297664e+00	1.858531e+00	3.585445e+01	3.771298e+01
9620	0.09812	0.0507593	0.7655	8	-3.146867e+00	3.053588e+00	4.455187e+00	4.916381e+00	4.292755e+00	9.045747e-01	-2.989001e+00	-4.622152e+00	-5.819268e+00	-6.300043e+00	1.889362e+00	3.830574e+01	4.019510e+01
9630	0.0932339	0.0516287	0.771549	6	-3.145834e+00	3.054621e+00	4.456220e+00	4.917415e+00	4.293789e+00	9.021982e-01	-2.991378e+00	-4.622255e+00	-5.820509e+00	-6.300147e+00	1.922955e+00	3.705282e+01	3.897578e+01
9640	0.0876386	0.0530526	0.802443	7	-3.144801e+00	3.055654e+00	4.457253e+00	4.918447e+00	4.292550e+00	9.009595e-01	-2.992616e+00	-4.624630e+00	-5.820612e+00	-6.299115e+00	1.956225e+00	3.497815e+01	3.693437e+01
9650	0.0884261	0.0528165	0.821976	9	-3.143770e+00	3.056685e+00	4.458284e+00	4.919478e+00	4.293582e+00	9.008560e-01	-2.993855e+00	-4.625868e+00	-5.822984e+00	-6.300352e+00	1.952003e+00	3.655442e+01	3.850642e+01
9660	0.0952901	0.0523675	0.826922	4	-3.142739e+00	3.057716e+00	4.459314e+00	4.920509e+00	4.293479e+00	9.007533e-01	-2.993958e+00	-4.625971e+00	-5.824221e+00	-6.303856e+00	1.887070e+00	3.130003e+01	3.318710e+01
9670	0.0854674	0.0532791	0.808588	9	-3.141710e+00	3.058745e+00	4.460344e+00	4.921538e+00	4.293376e+00	9.006500e-01	-2.994061e+00	-4.626074e+00	-5.826587e+00	-6.306223e+00	1.976320e+00	3.424610e+01	3.622242e+01
9680	0.0858837	0.0530675	0.815789	5	-3.140682e+00	3.059773e+00	4.461372e+00	4.922566e+00	4.294404e+00	9.005477e-01	-2.994163e+00	-4.627308e+00	-5.830084e+00	-6.307456e+00	1.975627e+00	3.560686e+01	3.758249e+01
9690	0.0887905	0.0526489	0.831028	5	-3.139655e+00	3.060800e+00	4.462399e+00	4.923593e+00	4.295431e+00	8.981857e-01	-2.998786e+00	-4.628541e+00	-5.829057e+00	-6.306429e+00	1.951195e+00	3.601626e+01	3.796746e+01
9700	0.08638	0.0515699	0.796817	8	-3.138629e+00	3.061826e+00	4.463425e+00	4.924620e+00	4.296457e+00	8.992118e-01	-2.998889e+00	-4.629772e+00	-5.831416e+00	-6.309918e+00	1.998897e+00	3.315841e+01	3.515731e+01
9710	0.0933724	0.0516475	0.792765	6	-3.137603e+00	3.062852e+00	4.464450e+00	4.925645e+00	4.297482e+00	9.002369e-01	-3.000119e+00	-4.631002e+00	-5.831519e+00	-6.314532e+00	1.921124e+00	3.795347e+01	3.987459e+01
9720	0.0938764	0.0509928	0.790767	4	-3.136579e+00	3.063876e+00	4.465474e+00	4.926669e+00	4.291749e+00	8.990080e-01	-3.000221e+00	-4.631104e+00	-5.830495e+00	-6.313508e+00	1.928628e+00	3.786349e+01	3.979212e+01
9730	0.095199	0.051328	0.781466	7	-3.135556e+00	3.064898e+00	4.466497e+00	4.927692e+00	4.290521e+00	8.944043e-01	-3.001449e+00	-4.631206e+00	-5.829472e+00	-6.312485e+00	1.908206e+00	3.814390e+01	4.005211e+01
9740	0.0926314	0.0512171	0.784514	9	-3.134535e+00	3.065920e+00	4.467519e+00	4.928714e+00	4.291543e+00	8.954263e-01	-3.000427e+00	-4.630184e+00	-5.830698e+00	-6.320456e+00	1.937395e+00	3.819919e+01	4.013659e+01
9750	0.0892058	0.0520393	0.810857	8	-3.133514e+00	3.066941e+00	4.468540e+00	4.929734e+00	4.292564e+00	8.964471e-01	-2.999406e+00	-4.630286e+00	-5.834169e+00	-6.325050e+00	1.958378e+00	3.710435e+01	3.906273e+01
9760	0.0897664	0.0515414	0.802384	8	-3.132494e+00	3.067961e+00	4.469560e+00	4.930754e+00	4.293584e+00	8.974670e-01	-2.999508e+00	-4.631511e+00	-5.836514e+00	-6.328517e+00	1.961922e+00	3.686776e+01	3.882968e+01
9770	0.0931926	0.0511432	0.778085	9	-3.131475e+00	3.068980e+00	4.470579e+00	4.931773e+00	4.294602e+00	8.973649e-01	-3.001852e+00	-4.632734e+00	-5.836616e+00	-6.330859e+00	1.932890e+00	3.830398e+01	4.023687e+01
9780	0.0961133	0.0509212	0.778085	8	-3.130457e+00	3.069998e+00	4.471596e+00	4.932791e+00	4.295620e+00	8.983827e-01	-3.000835e+00	-4.633956e+00	-5.841196e+00	-6.333199e+00	1.906718e+00	3.845444e+01	4.036116e+01
9790	0.0969575	0.0514674	0.787997	8	-3.129441e+00	3.071014e+00	4.472613e+00	4.933808e+00	4.296637e+00	8.993994e-01	-2.999818e+00	-4.634058e+00	-5.843534e+00	-6.338893e+00	1.887313e+00	3.662628e+01	3.851360e+01
9800	0.0954935	0.0508454	0.778114	9	-3.128425e+00	3.072030e+00	4.473629e+00	4.934823e+00	4.297653e+00	9.004151e-01	-2.999920e+00	-4.635277e+00	-5.844753e+00	-6.343463e+00	1.914629e+00	3.853445e+01	4.044908e+01
9810	0.0967363	0.0505923	0.74798	7	-3.127410e+00	3.073045e+00	4.474644e+00	4.935838e+00	4.297551e+00	8.991979e-01	-3.001137e+00	-4.636494e+00	-5.844855e+00	-6.344682e+00	1.906800e+00	3.765900e+01	3.956580e+01
9820	0.0931256	0.0509896	0.783993	5	-3.126397e+00	3.074058e+00	4.475657e+00	4.936852e+00	4.298565e+00	8.990970e-01	-3.001238e+00	-4.636595e+00	-5.847187e+00	-6.348129e+00	1.936620e+00	3.811531e+01	4.005193e+01
9830	0.0938376	0.052066	0.778806	9	-3.125384e+00	3.075071e+00	4.476670e+00	4.937864e+00	4.297350e+00	8.956530e-01	-3.001339e+00	-4.636696e+00	-5.847288e+00	-6.348230e+00	1.908090e+00	3.581730e+01	3.772539e+01
