iter	ka(1)	ke(1)	F(1)	IndexT	LnPseudoPrior(0)	LnPseudoPrior(1)	LnPseudoPrior(2)	LnPseudoPrior(3)	LnPseudoPrior(4)	LnPseudoPrior(5)	LnPseudoPrior(6)	LnPseudoPrior(7)	LnPseudoPrior(8)	LnPseudoPrior(9)	LnPrior	LnData	LnPosterior
7740	0.0956729	0.0512367	0.769313	5	-3.363042e+00	2.837413e+00	4.239012e+00	4.712850e+00	4.351239e+00	1.135353e+00	-2.769682e+00	-4.438794e+00	-5.631719e+00	-6.111300e+00	1.905073e+00	3.792779e+01	3.983287e+01
7750	0.0987956	0.0505492	0.749109	8	-3.361759e+00	2.838696e+00	4.240295e+00	4.714133e+00	4.351109e+00	1.132401e+00	-2.771221e+00	-4.440333e+00	-5.633257e+00	-6.110017e+00	1.886680e+00	3.792921e+01	3.981589e+01
7760	0.101285	0.0498085	0.766494	5	-3.360478e+00	2.839977e+00	4.241576e+00	4.715414e+00	4.349573e+00	1.130865e+00	-2.771349e+00	-4.441871e+00	-5.634795e+00	-6.110146e+00	1.876562e+00	3.695005e+01	3.882661e+01
7770	0.103445	0.0499497	0.737273	6	-3.359199e+00	2.841256e+00	4.242855e+00	4.716693e+00	4.350853e+00	1.129328e+00	-2.774292e+00	-4.443405e+00	-5.636330e+00	-6.110274e+00	1.852539e+00	3.740587e+01	3.925841e+01
7780	0.0992523	0.0491669	0.773146	4	-3.357921e+00	2.842534e+00	4.244133e+00	4.717971e+00	4.350726e+00	1.129201e+00	-2.775825e+00	-4.446345e+00	-5.637864e+00	-6.110402e+00	1.909787e+00	3.282561e+01	3.473540e+01
7790	0.100798	0.050458	0.744031	9	-3.356644e+00	2.843810e+00	4.245409e+00	4.719248e+00	4.350597e+00	1.127668e+00	-2.775953e+00	-4.446473e+00	-5.637992e+00	-6.114739e+00	1.868434e+00	3.721969e+01	3.908812e+01
7800	0.102204	0.0499467	0.756188	7	-3.355370e+00	2.845085e+00	4.246684e+00	4.720522e+00	4.351872e+00	1.128943e+00	-2.774678e+00	-4.446600e+00	-5.640923e+00	-6.121879e+00	1.864728e+00	3.777387e+01	3.963860e+01
7810	0.0967863	0.0504316	0.752192	9	-3.354097e+00	2.846358e+00	4.247957e+00	4.721795e+00	4.353145e+00	1.130216e+00	-2.774806e+00	-4.446727e+00	-5.643851e+00	-6.127606e+00	1.909474e+00	3.834284e+01	4.025232e+01
7820	0.105025	0.0480953	0.710218	5	-3.352826e+00	2.847629e+00	4.249228e+00	4.723067e+00	4.350222e+00	1.127293e+00	-2.776333e+00	-4.446855e+00	-5.643979e+00	-6.126334e+00	1.874953e+00	3.563658e+01	3.751153e+01
7830	0.105729	0.0483632	0.70743	8	-3.351556e+00	2.848899e+00	4.250498e+00	4.724336e+00	4.350094e+00	1.125768e+00	-2.777857e+00	-4.449775e+00	-5.645501e+00	-6.125064e+00	1.862690e+00	3.660820e+01	3.847089e+01
7840	0.104752	0.0481213	0.713701	5	-3.350288e+00	2.850167e+00	4.251766e+00	4.725604e+00	4.349968e+00	1.122853e+00	-2.777984e+00	-4.451297e+00	-5.647024e+00	-6.125192e+00	1.877043e+00	3.563477e+01	3.751181e+01
7850	0.101773	0.0492973	0.741329	9	-3.349021e+00	2.851434e+00	4.253033e+00	4.726871e+00	4.351235e+00	1.122726e+00	-2.779505e+00	-4.452817e+00	-5.649936e+00	-6.126711e+00	1.882045e+00	3.817803e+01	4.006007e+01
7860	0.103997	0.0492973	0.76248	9	-3.347756e+00	2.852699e+00	4.254298e+00	4.728136e+00	4.352500e+00	1.123991e+00	-2.779631e+00	-4.454334e+00	-5.652846e+00	-6.131012e+00	1.860310e+00	3.484416e+01	3.670447e+01
7870	0.0980166	0.0500765	0.771278	7	-3.346493e+00	2.853962e+00	4.255561e+00	4.729399e+00	4.353763e+00	1.125254e+00	-2.782536e+00	-4.460019e+00	-5.654363e+00	-6.129749e+00	1.903977e+00	3.778687e+01	3.969085e+01
7880	0.0978665	0.0502265	0.746645	6	-3.345231e+00	2.855224e+00	4.256823e+00	4.730661e+00	4.355025e+00	1.122352e+00	-2.788214e+00	-4.461533e+00	-5.653101e+00	-6.128487e+00	1.902512e+00	3.833991e+01	4.024242e+01
7890	0.0970945	0.0505319	0.782217	5	-3.343971e+00	2.856484e+00	4.258083e+00	4.731921e+00	4.354899e+00	1.116681e+00	-2.791113e+00	-4.461659e+00	-5.651841e+00	-6.127227e+00	1.904322e+00	3.765518e+01	3.955950e+01
7900	0.0910217	0.0524061	0.782217	4	-3.342712e+00	2.857743e+00	4.259342e+00	4.733180e+00	4.353389e+00	1.108248e+00	-2.791239e+00	-4.460400e+00	-5.650582e+00	-6.125968e+00	1.931541e+00	3.519061e+01	3.712215e+01
7910	0.0983627	0.0509895	0.775047	8	-3.341455e+00	2.859000e+00	4.260599e+00	4.734437e+00	4.353264e+00	1.105356e+00	-2.794130e+00	-4.461908e+00	-5.650707e+00	-6.124711e+00	1.882361e+00	3.750140e+01	3.938376e+01
7920	0.0979795	0.0499652	0.752178	4	-3.340200e+00	2.860255e+00	4.261854e+00	4.735692e+00	4.351759e+00	1.103850e+00	-2.794256e+00	-4.462034e+00	-5.652215e+00	-6.126219e+00	1.906580e+00	3.856449e+01	4.047107e+01
7930	0.0971228	0.0498519	0.771657	6	-3.338946e+00	2.861509e+00	4.263108e+00	4.736946e+00	4.351633e+00	1.099586e+00	-2.798519e+00	-4.462159e+00	-5.650961e+00	-6.124965e+00	1.917591e+00	3.684715e+01	3.876474e+01
7940	0.0887513	0.0507518	0.800738	7	-3.337694e+00	2.862761e+00	4.264360e+00	4.738198e+00	4.352886e+00	1.098083e+00	-2.802777e+00	-4.465039e+00	-5.651085e+00	-6.123713e+00	1.988556e+00	3.203919e+01	3.402774e+01
7950	0.0894891	0.0520383	0.808148	9	-3.336443e+00	2.864012e+00	4.265611e+00	4.739449e+00	4.354136e+00	1.099334e+00	-2.801526e+00	-4.466540e+00	-5.655338e+00	-6.127965e+00	1.955294e+00	3.730330e+01	3.925860e+01
7960	0.093447	0.0520512	0.782292	5	-3.335194e+00	2.865261e+00	4.266860e+00	4.740698e+00	4.351265e+00	1.097836e+00	-2.801651e+00	-4.466665e+00	-5.655463e+00	-6.129465e+00	1.912497e+00	3.638933e+01	3.830183e+01
7970	0.0900298	0.0520512	0.797583	8	-3.333946e+00	2.866509e+00	4.268107e+00	4.741946e+00	4.352512e+00	1.099083e+00	-2.801777e+00	-4.468163e+00	-5.658332e+00	-6.133705e+00	1.949144e+00	3.749265e+01	3.944179e+01
7980	0.0899865	0.0516773	0.784747	8	-3.332700e+00	2.867755e+00	4.269353e+00	4.743192e+00	4.353758e+00	1.098958e+00	-2.803273e+00	-4.471030e+00	-5.661197e+00	-6.133829e+00	1.956873e+00	3.702312e+01	3.897999e+01
7990	0.0921568	0.0519782	0.790159	6	-3.331456e+00	2.868999e+00	4.270598e+00	4.744436e+00	4.355003e+00	1.100203e+00	-2.803397e+00	-4.471154e+00	-5.664059e+00	-6.139431e+00	1.927616e+00	3.749636e+01	3.942398e+01
8000	0.094638	0.0515498	0.778757	4	-3.330213e+00	2.870242e+00	4.271841e+00	4.745679e+00	4.352146e+00	1.100079e+00	-2.806256e+00	-4.474014e+00	-5.662816e+00	-6.138188e+00	1.909722e+00	3.771571e+01	3.962543e+01
8010	0.0904097	0.0515582	0.768401	5	-3.328972e+00	2.871483e+00	4.273082e+00	4.746921e+00	4.353387e+00	1.091761e+00	-2.809111e+00	-4.472772e+00	-5.661574e+00	-6.136947e+00	1.954594e+00	3.552580e+01	3.748040e+01
8020	0.100596	0.0501381	0.753524	8	-3.327732e+00	2.872723e+00	4.274322e+00	4.748160e+00	4.354627e+00	1.091636e+00	-2.810599e+00	-4.476987e+00	-5.664425e+00	-6.135707e+00	1.876805e+00	3.846087e+01	4.033767e+01
8030	0.10375	0.0487604	0.736004	9	-3.326493e+00	2.873962e+00	4.275560e+00	4.749399e+00	4.355865e+00	1.092875e+00	-2.809360e+00	-4.475749e+00	-5.665911e+00	-6.145366e+00	1.873617e+00	3.698432e+01	3.885793e+01
8040	0.0965018	0.0500366	0.737758	6	-3.325257e+00	2.875198e+00	4.276797e+00	4.750635e+00	4.357102e+00	1.094111e+00	-2.809483e+00	-4.477233e+00	-5.670117e+00	-6.148211e+00	1.920268e+00	3.684554e+01	3.876581e+01
8050	0.0946192	0.0507145	0.764567	5	-3.324021e+00	2.876434e+00	4.278032e+00	4.751871e+00	4.355619e+00	1.088553e+00	-2.810965e+00	-4.477356e+00	-5.668882e+00	-6.146975e+00	1.926324e+00	3.831160e+01	4.023792e+01
8060	0.0994365	0.0494382	0.748764	6	-3.322788e+00	2.877667e+00	4.279266e+00	4.753104e+00	4.356853e+00	1.089786e+00	-2.813802e+00	-4.478837e+00	-5.671720e+00	-6.148456e+00	1.902448e+00	3.786885e+01	3.977130e+01
8070	0.0985661	0.0500352	0.749347	5	-3.321555e+00	2.878900e+00	4.280498e+00	4.754337e+00	4.358085e+00	1.084241e+00	-2.817991e+00	-4.478960e+00	-5.670487e+00	-6.147224e+00	1.899230e+00	3.867686e+01	4.057609e+01
8080	0.0996659	0.0501738	0.764896	9	-3.320325e+00	2.880130e+00	4.281729e+00	4.755567e+00	4.359316e+00	1.084117e+00	-2.819469e+00	-4.479083e+00	-5.670610e+00	-6.152760e+00	1.885385e+00	3.823427e+01	4.011965e+01
8090	0.0983773	0.0498389	0.756679	8	-3.319096e+00	2.881359e+00	4.282958e+00	4.756797e+00	4.360545e+00	1.085346e+00	-2.818240e+00	-4.477854e+00	-5.676141e+00	-6.158292e+00	1.905073e+00	3.835341e+01	4.025848e+01
8100	0.0998299	0.0504321	0.7556	7	-3.317868e+00	2.882587e+00	4.284186e+00	4.758024e+00	4.361773e+00	1.085224e+00	-2.821063e+00	-4.480677e+00	-5.677615e+00	-6.158415e+00	1.878602e+00	3.827006e+01	4.014866e+01
8110	0.0994109	0.0495347	0.739486	9	-3.316642e+00	2.883813e+00	4.285412e+00	4.759250e+00	4.362999e+00	1.086450e+00	-2.821186e+00	-4.482149e+00	-5.680436e+00	-6.162583e+00	1.900757e+00	3.816422e+01	4.006498e+01
8120	0.105134	0.0488382	0.708842	4	-3.315417e+00	2.885038e+00	4.286637e+00	4.760475e+00	4.360184e+00	1.084981e+00	-2.822656e+00	-4.483619e+00	-5.680560e+00	-6.161358e+00	1.858671e+00	3.694994e+01	3.880861e+01
8130	0.106872	0.0495731	0.739508	8	-3.314194e+00	2.886261e+00	4.287860e+00	4.761698e+00	4.358714e+00	1.084858e+00	-2.824123e+00	-4.486432e+00	-5.682027e+00	-6.160135e+00	1.827204e+00	3.608116e+01	3.790836e+01
8140	0.103026	0.0490424	0.743469	9	-3.312972e+00	2.887483e+00	4.289082e+00	4.762920e+00	4.359936e+00	1.086080e+00	-2.822902e+00	-4.485210e+00	-5.684836e+00	-6.168321e+00	1.874920e+00	3.730593e+01	3.918085e+01
8150	0.0966659	0.0505908	0.755317	5	-3.311752e+00	2.888703e+00	4.290302e+00	4.764140e+00	4.361156e+00	1.085959e+00	-2.823023e+00	-4.485332e+00	-5.687643e+00	-6.172470e+00	1.907553e+00	3.837297e+01	4.028052e+01
8160	0.097163	0.0503162	0.76663	5	-3.310533e+00	2.889922e+00	4.291521e+00	4.765359e+00	4.358354e+00	1.081815e+00	-2.825827e+00	-4.484113e+00	-5.686425e+00	-6.171252e+00	1.907905e+00	3.860808e+01	4.051598e+01
8170	0.0971416	0.0500714	0.744472	6	-3.309316e+00	2.891139e+00	4.292738e+00	4.766576e+00	4.359572e+00	1.080356e+00	-2.828627e+00	-4.486914e+00	-5.687886e+00	-6.170034e+00	1.913004e+00	3.797658e+01	3.988958e+01
8180	0.090203	0.0510747	0.804658	5	-3.308100e+00	2.892355e+00	4.293953e+00	4.767792e+00	4.358114e+00	1.078898e+00	-2.828748e+00	-4.489711e+00	-5.689346e+00	-6.168819e+00	1.966308e+00	3.519556e+01	3.716187e+01
8190	0.0898852	0.0506853	0.768954	7	-3.306886e+00	2.893569e+00	4.295168e+00	4.769006e+00	4.357992e+00	1.077440e+00	-2.830206e+00	-4.492502e+00	-5.690802e+00	-6.167604e+00	1.977444e+00	3.403853e+01	3.601598e+01
8200	0.0974975	0.0498123	0.758458	7	-3.305673e+00	2.894782e+00	4.296380e+00	4.770219e+00	4.359205e+00	1.078653e+00	-2.830327e+00	-4.495291e+00	-5.694926e+00	-6.169060e+00	1.914553e+00	3.796604e+01	3.988060e+01
8210	0.0985308	0.0507313	0.764784	7	-3.304462e+00	2.895993e+00	4.297592e+00	4.771430e+00	4.360416e+00	1.078532e+00	-2.833112e+00	-4.499409e+00	-5.696381e+00	-6.167849e+00	1.885751e+00	3.820406e+01	4.008981e+01
8220	0.0998684	0.0503298	0.759913	7	-3.303252e+00	2.897203e+00	4.298802e+00	4.772640e+00	4.360295e+00	1.077079e+00	-2.837226e+00	-4.502191e+00	-5.695171e+00	-6.166639e+00	1.880248e+00	3.838668e+01	4.026693e+01
8230	0.102462	0.0505021	0.772897	5	-3.302044e+00	2.898411e+00	4.300010e+00	4.773848e+00	4.361503e+00	1.075630e+00	-2.840004e+00	-4.503641e+00	-5.696622e+00	-6.166760e+00	1.851134e+00	3.525582e+01	3.710696e+01
8240	0.0986213	0.0505021	0.759949	5	-3.300837e+00	2.899618e+00	4.301217e+00	4.772399e+00	4.358727e+00	1.070200e+00	-2.838797e+00	-4.502434e+00	-5.695415e+00	-6.165553e+00	1.889375e+00	3.856745e+01	4.045682e+01
8250	0.1011	0.0500065	0.747093	6	-3.299631e+00	2.900824e+00	4.302422e+00	4.772278e+00	4.354627e+00	1.067428e+00	-2.840243e+00	-4.501229e+00	-5.694210e+00	-6.164348e+00	1.874433e+00	3.846984e+01	4.034427e+01
8260	0.0986962	0.0500065	0.780189	5	-3.298427e+00	2.902028e+00	4.303626e+00	4.773482e+00	4.355831e+00	1.060685e+00	-2.844336e+00	-4.500025e+00	-5.693006e+00	-6.163144e+00	1.898490e+00	3.614666e+01	3.804515e+01
8270	0.0996054	0.0502472	0.757745	4	-3.297225e+00	2.903230e+00	4.304829e+00	4.774685e+00	4.347773e+00	1.057920e+00	-2.843134e+00	-4.498822e+00	-5.691803e+00	-6.161941e+00	1.884529e+00	3.859404e+01	4.047857e+01
8280	0.0921294	0.051273	0.776513	5	-3.296024e+00	2.904431e+00	4.306030e+00	4.775886e+00	4.348974e+00	1.056479e+00	-2.844575e+00	-4.500263e+00	-5.693245e+00	-6.163383e+00	1.941654e+00	3.781569e+01	3.975734e+01
8290	0.0974259	0.0501076	0.742369	7	-3.294824e+00	2.905631e+00	4.307230e+00	4.777086e+00	4.350174e+00	1.056358e+00	-2.847335e+00	-4.503022e+00	-5.694684e+00	-6.163503e+00	1.909376e+00	3.789798e+01	3.980735e+01
8300	0.0961587	0.0512596	0.763142	5	-3.293626e+00	2.906829e+00	4.308428e+00	4.778284e+00	4.351372e+00	1.054922e+00	-2.850090e+00	-4.503142e+00	-5.696123e+00	-6.164942e+00	1.899599e+00	3.725572e+01	3.915531e+01
8310	0.0927494	0.052627	0.812526	7	-3.292429e+00	2.908026e+00	4.309625e+00	4.779481e+00	4.349936e+00	1.050852e+00	-2.852843e+00	-4.503261e+00	-5.694926e+00	-6.163745e+00	1.908792e+00	3.498042e+01	3.688921e+01
8320	0.093915	0.0505829	0.782718	8	-3.291233e+00	2.909222e+00	4.310820e+00	4.780676e+00	4.351131e+00	1.052048e+00	-2.854279e+00	-4.507325e+00	-5.698990e+00	-6.162549e+00	1.936316e+00	3.749997e+01	3.943629e+01
8330	0.0977451	0.0501078	0.744676	6	-3.290040e+00	2.910415e+00	4.312014e+00	4.781870e+00	4.352325e+00	1.049302e+00	-2.858337e+00	-4.507445e+00	-5.699110e+00	-6.162669e+00	1.906116e+00	3.822577e+01	4.013189e+01
8340	0.0991638	0.0500987	0.75756	6	-3.288847e+00	2.911608e+00	4.313207e+00	4.783063e+00	4.353518e+00	1.046558e+00	-2.863703e+00	-4.508875e+00	-5.697917e+00	-6.161477e+00	1.891928e+00	3.869938e+01	4.059131e+01
8350	0.106775	0.0496358	0.743455	9	-3.287656e+00	2.912799e+00	4.314398e+00	4.784254e+00	4.354709e+00	1.046438e+00	-2.863823e+00	-4.510305e+00	-5.699346e+00	-6.165525e+00	1.826858e+00	3.577297e+01	3.759983e+01
8360	0.103451	0.0497852	0.738213	9	-3.286466e+00	2.913989e+00	4.315588e+00	4.785443e+00	4.355899e+00	1.047628e+00	-2.862633e+00	-4.511732e+00	-5.703392e+00	-6.169570e+00	1.855775e+00	3.786372e+01	3.971950e+01
8370	0.105673	0.0483688	0.706454	8	-3.285278e+00	2.915177e+00	4.316776e+00	4.786632e+00	4.357087e+00	1.048816e+00	-2.861445e+00	-4.510544e+00	-5.707431e+00	-6.176224e+00	1.863114e+00	3.654625e+01	3.840936e+01
8380	0.111343	0.0481693	0.709077	4	-3.284091e+00	2.916364e+00	4.317963e+00	4.787819e+00	4.355664e+00	1.046087e+00	-2.862869e+00	-4.510663e+00	-5.707551e+00	-6.176344e+00	1.814144e+00	3.555819e+01	3.737233e+01
8390	0.102913	0.0486651	0.707949	4	-3.282906e+00	2.917549e+00	4.319148e+00	4.785092e+00	4.350329e+00	1.044664e+00	-2.861684e+00	-4.509477e+00	-5.706365e+00	-6.175158e+00	1.883710e+00	3.605443e+01	3.793814e+01
8400	0.106012	0.0491805	0.711682	7	-3.281721e+00	2.918733e+00	4.320332e+00	4.786276e+00	4.350210e+00	1.044545e+00	-2.863105e+00	-4.513502e+00	-5.707786e+00	-6.173974e+00	1.843310e+00	3.666614e+01	3.850945e+01
8410	0.10087	0.0490972	0.717316	9	-3.280539e+00	2.919916e+00	4.321515e+00	4.787459e+00	4.351393e+00	1.045728e+00	-2.863224e+00	-4.513621e+00	-5.710506e+00	-6.179295e+00	1.895029e+00	3.656039e+01	3.845542e+01
8420	0.11116	0.0484378	0.724557	4	-3.279358e+00	2.921097e+00	4.322696e+00	4.788640e+00	4.349976e+00	1.044311e+00	-2.863342e+00	-4.513739e+00	-5.710624e+00	-6.182014e+00	1.810305e+00	3.454967e+01	3.635998e+01
8430	0.102424	0.049617	0.739949	8	-3.278178e+00	2.922277e+00	4.323876e+00	4.789820e+00	4.349858e+00	1.040299e+00	-2.866056e+00	-4.513857e+00	-5.710741e+00	-6.180834e+00	1.869191e+00	3.841798e+01	4.028718e+01
8440	0.0997064	0.0504206	0.752678	7	-3.276999e+00	2.923456e+00	4.325055e+00	4.790999e+00	4.351037e+00	1.041477e+00	-2.870062e+00	-4.519160e+00	-5.710860e+00	-6.179655e+00	1.880067e+00	3.826686e+01	4.014693e+01
8450	0.0961269	0.0509869	0.770215	9	-3.275822e+00	2.924633e+00	4.326232e+00	4.792176e+00	4.352214e+00	1.042654e+00	-2.870181e+00	-4.519278e+00	-5.712273e+00	-6.186246e+00	1.905283e+00	3.845982e+01	4.036510e+01
8460	0.0932014	0.0505315	0.776737	5	-3.274646e+00	2.925809e+00	4.327407e+00	4.793351e+00	4.350804e+00	1.041245e+00	-2.871592e+00	-4.520690e+00	-5.712391e+00	-6.186364e+00	1.944865e+00	3.729722e+01	3.924209e+01
8470	0.0971007	0.0498642	0.740928	7	-3.273472e+00	2.926983e+00	4.328582e+00	4.794526e+00	4.350686e+00	1.035959e+00	-2.874292e+00	-4.520806e+00	-5.711216e+00	-6.185189e+00	1.917570e+00	3.752971e+01	3.944728e+01
8480	0.102837	0.0503137	0.736759	4	-3.272299e+00	2.928156e+00	4.329755e+00	4.795699e+00	4.349280e+00	1.035842e+00	-2.876991e+00	-4.523505e+00	-5.711334e+00	-6.184016e+00	1.851201e+00	3.618487e+01	3.803607e+01
8490	0.10576	0.0489338	0.719306	5	-3.271128e+00	2.929327e+00	4.330926e+00	4.795582e+00	4.341430e+00	1.034436e+00	-2.875819e+00	-4.522333e+00	-5.710162e+00	-6.182845e+00	1.850725e+00	3.763993e+01	3.949065e+01
8500	0.104119	0.0494235	0.742969	5	-3.269957e+00	2.930498e+00	4.332096e+00	4.796752e+00	4.334877e+00	1.031745e+00	-2.875937e+00	-4.521163e+00	-5.708992e+00	-6.181675e+00	1.856579e+00	3.776614e+01	3.962272e+01
8510	0.0972348	0.0503454	0.767584	9	-3.268789e+00	2.931666e+00	4.333265e+00	4.797921e+00	4.336046e+00	1.030342e+00	-2.878626e+00	-4.521280e+00	-5.709109e+00	-6.184361e+00	1.906590e+00	3.860163e+01	4.050822e+01
8520	0.102505	0.049093	0.735499	8	-3.267621e+00	2.932834e+00	4.334433e+00	4.799088e+00	4.337213e+00	1.031510e+00	-2.878743e+00	-4.523966e+00	-5.713078e+00	-6.185762e+00	1.878990e+00	3.797626e+01	3.985525e+01
8530	0.0959639	0.0502943	0.770714	6	-3.266455e+00	2.934000e+00	4.335599e+00	4.800254e+00	4.338379e+00	1.031393e+00	-2.881425e+00	-4.526648e+00	-5.714477e+00	-6.185879e+00	1.920677e+00	3.817830e+01	4.009897e+01
8540	0.0989926	0.0494312	0.714244	6	-3.265290e+00	2.935165e+00	4.336764e+00	4.801419e+00	4.339544e+00	1.029995e+00	-2.885385e+00	-4.529327e+00	-5.714593e+00	-6.184714e+00	1.907056e+00	3.473547e+01	3.664252e+01
8550	0.106962	0.0489595	0.702384	9	-3.264127e+00	2.936328e+00	4.337927e+00	4.802583e+00	4.340707e+00	1.031159e+00	-2.884221e+00	-4.532004e+00	-5.717270e+00	-6.188668e+00	1.838770e+00	3.584949e+01	3.768826e+01
8560	0.101292	0.0500526	0.737366	8	-3.262965e+00	2.937490e+00	4.339089e+00	4.803745e+00	4.341869e+00	1.032321e+00	-2.883059e+00	-4.533399e+00	-5.721221e+00	-6.192618e+00	1.871608e+00	3.787742e+01	3.974903e+01
8570	0.0973561	0.0502459	0.757335	8	-3.261804e+00	2.938651e+00	4.340250e+00	4.804905e+00	4.343030e+00	1.033481e+00	-2.881899e+00	-4.536068e+00	-5.725166e+00	-6.195290e+00	1.907331e+00	3.871755e+01	4.062488e+01
8580	0.0966213	0.0500585	0.743328	5	-3.260645e+00	2.939810e+00	4.341409e+00	4.806065e+00	4.344190e+00	1.032091e+00	-2.885840e+00	-4.537459e+00	-5.725283e+00	-6.195406e+00	1.918602e+00	3.759251e+01	3.951111e+01
8590	0.0991651	0.0493198	0.759766	5	-3.259487e+00	2.940968e+00	4.342567e+00	4.807223e+00	4.344074e+00	1.029429e+00	-2.889778e+00	-4.538850e+00	-5.724125e+00	-6.194248e+00	1.907569e+00	3.629840e+01	3.820597e+01
8600	0.105377	0.0493618	0.748064	6	-3.258330e+00	2.942125e+00	4.343724e+00	4.808379e+00	4.345231e+00	1.026768e+00	-2.894983e+00	-4.540237e+00	-5.722968e+00	-6.193092e+00	1.845707e+00	3.656503e+01	3.841074e+01
8610	0.0945635	0.0509101	0.788478	7	-3.257175e+00	2.943280e+00	4.344879e+00	4.809535e+00	4.346386e+00	1.025381e+00	-2.898911e+00	-4.542894e+00	-5.723084e+00	-6.191936e+00	1.923045e+00	3.794645e+01	3.986949e+01
8620	0.0960766	0.0512499	0.757655	6	-3.256021e+00	2.944434e+00	4.346033e+00	4.810689e+00	4.347540e+00	1.026535e+00	-2.902834e+00	-4.546818e+00	-5.724469e+00	-6.190782e+00	1.900637e+00	3.666699e+01	3.856762e+01
8630	0.0997576	0.0502422	0.756018	8	-3.254868e+00	2.945587e+00	4.347186e+00	4.811841e+00	4.348693e+00	1.026419e+00	-2.904218e+00	-4.548201e+00	-5.727119e+00	-6.192165e+00	1.883102e+00	3.858248e+01	4.046558e+01
8640	0.104121	0.0488447	0.747342	7	-3.253717e+00	2.946738e+00	4.348337e+00	4.812993e+00	4.349844e+00	1.026304e+00	-2.906867e+00	-4.552115e+00	-5.728500e+00	-6.191013e+00	1.868299e+00	3.584923e+01	3.771753e+01
8650	0.0998602	0.0487201	0.737234	8	-3.252567e+00	2.947888e+00	4.349487e+00	4.814143e+00	4.350994e+00	1.027454e+00	-2.906983e+00	-4.552231e+00	-5.731144e+00	-6.196188e+00	1.912777e+00	3.537279e+01	3.728557e+01
8660	0.10709	0.0486766	0.705542	9	-3.251418e+00	2.949037e+00	4.350636e+00	4.815291e+00	4.352143e+00	1.028603e+00	-2.905834e+00	-4.551082e+00	-5.731259e+00	-6.206411e+00	1.843323e+00	3.675636e+01	3.859968e+01
8670	0.0987588	0.0492782	0.757227	5	-3.250271e+00	2.950184e+00	4.351783e+00	4.816439e+00	4.353290e+00	1.028488e+00	-2.905948e+00	-4.552459e+00	-5.732636e+00	-6.210314e+00	1.912507e+00	3.626103e+01	3.817354e+01
8680	0.107603	0.0493441	0.745129	9	-3.249124e+00	2.951331e+00	4.352929e+00	4.817585e+00	4.354436e+00	1.029635e+00	-2.907324e+00	-4.553835e+00	-5.735271e+00	-6.212949e+00	1.824913e+00	3.519808e+01	3.702299e+01
8690	0.102792	0.0489056	0.729218	8	-3.247980e+00	2.952475e+00	4.354074e+00	4.818730e+00	4.355581e+00	1.030779e+00	-2.906180e+00	-4.552690e+00	-5.736644e+00	-6.221879e+00	1.879983e+00	3.768991e+01	3.956989e+01
8700	0.10359	0.0500819	0.734271	5	-3.246836e+00	2.953619e+00	4.355218e+00	4.819873e+00	4.356724e+00	1.030666e+00	-2.906294e+00	-4.552804e+00	-5.739275e+00	-6.225768e+00	1.848485e+00	3.663672e+01	3.848520e+01
8710	0.0993289	0.049898	0.72222	6	-3.245694e+00	2.954761e+00	4.356360e+00	4.821015e+00	4.352841e+00	1.028039e+00	-2.908921e+00	-4.551662e+00	-5.738132e+00	-6.224625e+00	1.894283e+00	3.589730e+01	3.779158e+01
8720	0.100711	0.0509768	0.772633	8	-3.244553e+00	2.955902e+00	4.357501e+00	4.822156e+00	4.353982e+00	1.029180e+00	-2.910291e+00	-4.555541e+00	-5.740755e+00	-6.224739e+00	1.859035e+00	3.569475e+01	3.755379e+01
8730	0.0952972	0.0501278	0.773648	9	-3.243414e+00	2.957041e+00	4.358640e+00	4.823296e+00	4.355122e+00	1.030319e+00	-2.909151e+00	-4.554402e+00	-5.742123e+00	-6.233628e+00	1.930910e+00	3.718166e+01	3.911257e+01
8740	0.101446	0.0504932	0.755733	6	-3.242276e+00	2.958179e+00	4.359778e+00	4.824434e+00	4.356260e+00	1.030206e+00	-2.910516e+00	-4.554515e+00	-5.742236e+00	-6.238751e+00	1.861306e+00	3.724966e+01	3.911097e+01
8750	0.0968296	0.0513745	0.802331	6	-3.241139e+00	2.959316e+00	4.360915e+00	4.825571e+00	4.357397e+00	1.027590e+00	-2.911880e+00	-4.557129e+00	-5.743600e+00	-6.237615e+00	1.890443e+00	3.543203e+01	3.732247e+01
8760	0.0938494	0.0502506	0.778683	6	-3.240003e+00	2.960452e+00	4.362051e+00	4.826706e+00	4.356034e+00	1.022479e+00	-2.914491e+00	-4.555994e+00	-5.742465e+00	-6.236479e+00	1.943609e+00	3.647508e+01	3.841869e+01
8770	0.0964297	0.05021	0.75864	6	-3.238869e+00	2.961586e+00	4.363185e+00	4.827841e+00	4.355921e+00	1.021118e+00	-2.915852e+00	-4.557356e+00	-5.743827e+00	-6.236593e+00	1.917550e+00	3.845709e+01	4.037464e+01
8780	0.0999078	0.0507224	0.763552	9	-3.237735e+00	2.962720e+00	4.364318e+00	4.828974e+00	4.354561e+00	1.019758e+00	-2.917212e+00	-4.558716e+00	-5.743939e+00	-6.236705e+00	1.872069e+00	3.750824e+01	3.938031e+01
