iter	t1(1)	t2(1)	t3(1)	LnPrior	LnData	LnPosterior
9850	1.98179	5.07141	7.04109	-1.029825e+00	2.215873e+01	2.112890e+01
9855	2.0107	5.09269	6.96882	-8.904035e-01	2.189841e+01	2.100800e+01
9860	2.0107	5.10644	6.96882	-8.958789e-01	2.162444e+01	2.072857e+01
9865	2.00285	4.99332	6.96882	-8.730986e-01	2.275992e+01	2.188682e+01
9870	1.94979	4.9454	6.96882	-8.839981e-01	2.219890e+01	2.131490e+01
9875	2.00956	5.0919	7.00498	-9.604799e-01	2.201533e+01	2.105485e+01
9880	1.96184	5.07706	6.99119	-9.307262e-01	2.211767e+01	2.118695e+01
9885	2.09145	4.85749	6.99119	-9.732792e-01	1.996297e+01	1.898969e+01
9890	2.09073	4.97619	7.04073	-1.035785e+00	2.182252e+01	2.078673e+01
9895	2.06807	5.00192	7.021	-9.855620e-01	2.236452e+01	2.137896e+01
9900	2.06331	5.00192	7.04213	-1.029239e+00	2.229521e+01	2.126597e+01
9905	2.06331	4.91634	6.99098	-9.375395e-01	2.174356e+01	2.080602e+01
9910	1.91179	4.96934	6.97441	-9.009813e-01	2.190578e+01	2.100480e+01
9915	2.01412	4.97838	7.01597	-9.671826e-01	2.277571e+01	2.180853e+01
9920	2.01412	4.98692	7.01597	-9.665895e-01	2.280664e+01	2.184005e+01
9925	2.10145	5.05456	7.01597	-9.923878e-01	2.151708e+01	2.052469e+01
9930	2.02652	5.02316	7.01597	-9.683281e-01	2.272417e+01	2.175584e+01
9935	1.97765	4.83697	6.89116	-7.935758e-01	1.890185e+01	1.810827e+01
9940	1.96055	4.85124	6.89116	-7.867892e-01	1.924460e+01	1.845781e+01
9945	2.00485	4.91965	6.97379	-8.953167e-01	2.213200e+01	2.123669e+01
9950	1.96421	4.8766	6.98281	-9.326346e-01	2.115116e+01	2.021853e+01
9955	2.05812	5.14567	7.01144	-1.005734e+00	2.039389e+01	1.938815e+01
9960	2.01132	5.11748	7.01144	-9.843971e-01	2.146352e+01	2.047913e+01
9965	1.89768	    5	6.9608	-8.790136e-01	2.164060e+01	2.076158e+01
9970	1.97577	    5	7.09763	-1.148897e+00	2.185626e+01	2.070736e+01
9975	1.95875	4.89268	7.09763	-1.174162e+00	2.056673e+01	1.939257e+01
9980	1.96186	4.91057	7.06196	-1.083899e+00	2.151967e+01	2.043577e+01
9985	1.98631	4.9041	7.06196	-1.083761e+00	2.152825e+01	2.044449e+01
9990	2.07084	5.01772	7.032	-1.010112e+00	2.223900e+01	2.122889e+01
9995	1.87555	5.05486	7.032	-1.036442e+00	2.089403e+01	1.985759e+01
10000	2.01612	5.02125	6.92216	-7.912556e-01	2.217809e+01	2.138683e+01
